AUTOID;INSTALACIONID;REGIMEN;INSTALACION;AUTONOMIA
11835;11000;ESPECIAL;PUJALT;Cataluna
11836;11001;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11837;11002;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11838;11003;ESPECIAL;JUAN JESUS IZCUE GUEMBE;Navarra
11839;11004;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11840;11005;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11841;11006;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11842;11007;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11843;11008;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11844;11009;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11845;11010;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11846;11011;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11847;11012;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11848;11013;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11849;11014;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11850;11015;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11851;11016;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11852;11017;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11853;11018;ESPECIAL;MONTE ALTO MILAGRO;Navarra
11854;11019;ESPECIAL;GEMMA DIEZ COLOMINA;Comunidad Valenciana
11855;11020;ESPECIAL;SALVADORA PEREZ VILLAPLANA;Comunidad Valenciana
11856;11021;ESPECIAL;RAFAEL NAVARRO BERBEGAL;Comunidad Valenciana
11857;11022;ESPECIAL;FUNDICIONES BLAS DIAZ MARTINEZ, S.L.;Comunidad Valenciana
11858;11023;ESPECIAL;FUNDICIONES BLAS DIAZ MARTINEZ, S.L.;Comunidad Valenciana
11859;11024;ESPECIAL;MARIA BEGONA LOPEZ CASCALES;Comunidad Valenciana
11860;11025;ESPECIAL;JULIAN GRANDE GRANDE;Comunidad Valenciana
11861;11026;ESPECIAL;COMERCIAL MIVER, SL;Comunidad Valenciana
11862;11027;ESPECIAL;RESIDENCIA LA PURISIMA;Comunidad Valenciana
11863;11028;ESPECIAL;ELDA IMPORT, SL;Comunidad Valenciana
11864;11029;ESPECIAL;EUSEBIO RICO PEREZ;Comunidad Valenciana
11865;11030;ESPECIAL;M LUZ MOROTE ALBERT;Comunidad Valenciana
11866;11031;ESPECIAL;ENERGIA SOLAR CASTISUN, SL;Comunidad Valenciana
11867;11032;ESPECIAL;EXPORT NOELKY, SL;Comunidad Valenciana
11868;11033;ESPECIAL;HERMANOS PLA PLACAS SOLARES, S.C.;Comunidad Valenciana
11869;11034;ESPECIAL;SEGUI E HIJOS, SL;Comunidad Valenciana
11870;11035;ESPECIAL;HERAM, C.B;Comunidad Valenciana
11871;11036;ESPECIAL;JUAN SENTANDREU GOMAR;Comunidad Valenciana
11872;11037;ESPECIAL;CLAUDIO FOTOGRAFOS, SL;Comunidad Valenciana
11873;11038;ESPECIAL;SONIA JABALOYAS LATORRE;Comunidad Valenciana
11874;11039;ESPECIAL;TRAS INTERNACIONAL, SL;Comunidad Valenciana
11875;11040;ESPECIAL;ERNESTO HERNANDEZ AVENDANO;Comunidad Valenciana
11876;11041;ESPECIAL;FONDYMAR, SA;Comunidad Valenciana
11877;11042;ESPECIAL;PROMOCIONES Y CONSTRUCC. MINERO-HOYO, SA;Comunidad Valenciana
11878;11043;ESPECIAL;GREEN BAY 2000, SL;Comunidad Valenciana
11879;11044;ESPECIAL;TRIPPER, SA;Comunidad Valenciana
11880;11045;ESPECIAL;FRANCISCO JAVIER TIRADO ORTIZ;Comunidad Valenciana
11881;11046;ESPECIAL;TRABAND CASTELLON, SA;Comunidad Valenciana
11882;11047;ESPECIAL;ENRIQUE MOLES MARIN;Comunidad Valenciana
11883;11048;ESPECIAL;LUESCA ENERGIA RENOVABLE, S.L.;Comunidad Valenciana
11884;11049;ESPECIAL;DIRESA, SA;Comunidad Valenciana
11885;11050;ESPECIAL;MARTIN HERNANDEZ AMOROS;Comunidad Valenciana
11886;11051;ESPECIAL;MECANICA INDUSTRIAL RAHIMON, SL;La Rioja
11887;11052;ESPECIAL;ZEPLAS, SA;La Rioja
11888;11053;ESPECIAL;IF FRANCISCA CRESPI CANTALLOPS-CAN TIANET;Baleares
11889;11054;ESPECIAL;FOTOVOLTAICA GRAU;Baleares
11890;11055;ESPECIAL;IF PLANA YONDAL;Baleares
11891;11056;ESPECIAL;IF A LEDAR SES SALINES;Baleares
11892;11057;ESPECIAL;IF RESIDUS MOBILS, SL;Baleares
11893;11058;ESPECIAL;DEPENDENCIAS DEL AYUNTAMIENTO;Extremadura
11894;11059;ESPECIAL;CUBIERTA MATADERO MUNIC. MONTANCHEZ;Extremadura
11895;11060;ESPECIAL;FERRON-GALERA SOCIEDAD CIVIL;Extremadura
11896;11061;ESPECIAL;C.F. ANTONIO PEDRO CID GONZALEZ;Galicia
11897;11062;ESPECIAL;C.F. ANTONIO CID SAMAMED;Galicia
11898;11063;ESPECIAL;C.F. PEDRO CID SAMAMED;Galicia
11899;11064;ESPECIAL;C.F. ELVIRA LOPEZ FUENTES;Galicia
11900;11065;ESPECIAL;C.F. JOSE MANUEL GARCIA PINAL;Galicia
11901;11066;ESPECIAL;C.F. ERNESTO IGLESIAS SAMPAYO;Galicia
11902;11067;ESPECIAL;C.F. JOAQUIN NOVAS COUSINO;Galicia
11903;11068;ESPECIAL;CARLOS CID SAMAMED;Galicia
11904;11069;ESPECIAL;SF ID&R INNOVEN, SL;Galicia
11905;11070;ESPECIAL;SF JOSE ANTONIO LOPEZ PEREZ;Galicia
11906;11071;ESPECIAL;SF CONSTRUCCIONES PONFEGAL, SL;Galicia
11907;11072;ESPECIAL;ITEGA ORENSE, SL;Galicia
11908;11073;ESPECIAL;SF JOSE LUIS SAEZ RODRIGUEZ;Galicia
11909;11074;ESPECIAL;SF RAMON ALVAREZ BARBEITO;Galicia
11910;11075;ESPECIAL;SF JESUS DIAZ GOMEZ;Galicia
11911;11076;ESPECIAL;SF CONCELLO DE FERROL;Galicia
11912;11077;ESPECIAL;SF CLAUDINO GARRIGA RUBIN;Galicia
11913;11078;ESPECIAL;SF OVIDIA PEREZ  LOPEZ;Galicia
11914;11079;ESPECIAL;JAUME OLIVERAS AGUILAR;Cataluna
11915;11080;ESPECIAL;JORDI MOLTO BIARNES;Cataluna
11916;11081;ESPECIAL;GRAPAT, SA;Cataluna
11917;11082;ESPECIAL;SOLCONBRO, SL;Cataluna
11918;11083;ESPECIAL;GESTORA DE TRANSPORTS COSTA BRAVA, SA;Cataluna
11919;11084;ESPECIAL;SUNTIVIC, SL;Cataluna
11920;11085;ESPECIAL;TALLERS ANGEL SALA, SA;Cataluna
11921;11086;ESPECIAL;ESCOLES EDIFICI SANT PERE;Cataluna
11922;11087;ESPECIAL;WALTER FRIEDRICH ESPANOLA, SA;Cataluna
11923;11088;ESPECIAL;GABRIEL BENMAYOR SA;Cataluna
11924;11089;ESPECIAL;LEON BENMAYOR VIVAS;Cataluna
11925;11090;ESPECIAL;IF RIPRE 08/5226 MARIA TERESA OLLER;Cataluna
11926;11091;ESPECIAL;ECOMAURA, SCP;Cataluna
11927;11092;ESPECIAL;ECOMAURA, SCP;Cataluna
11928;11093;ESPECIAL;JOAN PIJUAN GARCIA;Cataluna
11929;11094;ESPECIAL;APLICACIONS TECNIQUES SALELLES, SCP;Cataluna
11930;11095;ESPECIAL;LA ELECTRICA DE RIPOLL, SA;Cataluna
11931;11096;ESPECIAL;JUAN TRESERRA CASAJUANA;Cataluna
11932;11097;ESPECIAL;CTAT. PROPIETARIS PSJE AMETLLERS 19, ESC A;Cataluna
11933;11098;ESPECIAL;CTAT. PROPIETARIS PSJE AMETLLERS 19, ESC B;Cataluna
11934;11099;ESPECIAL;VILAR 2, C.B;Cataluna
11935;11100;ESPECIAL;SOLTURO, S.C.P;Cataluna
11936;11101;ESPECIAL;JAN-PIC;Cataluna
11937;11102;ESPECIAL;ENERGIES ALTERNATIVES DEL CAMP;Cataluna
11938;11103;ESPECIAL;LA CANTERANA, S.L.U;Cataluna
11939;11104;ESPECIAL;OBRAS INTEGRALS PIHE, SL;Cataluna
11940;11105;ESPECIAL;METALURGICA RIBA, SL;Cataluna
11941;11106;ESPECIAL;MARIA ANGELES BUSQUET TEIXE;Cataluna
11942;11107;ESPECIAL;DIAGONAL DE AREAS, SL;Cataluna
11943;11108;ESPECIAL;AJUNTAMENT DE BARCELONA;Cataluna
11944;11109;ESPECIAL;EASTERN CHEMICALS, SA;Cataluna
11945;11110;ESPECIAL;ISABEL SANCHEZ NIETO;Cataluna
11946;11111;ESPECIAL;EVA M CASANOVA CASANOVA;Aragon
11947;11112;ESPECIAL;HIERROS Y CHATARRAS TREMOSA, SL;Aragon
11948;11113;ESPECIAL;EXPLOTACIONES HP, SL;Aragon
11949;11114;ESPECIAL;ISF 5 KW GESSER 5, SL. EN BOTORRITA;Aragon
11950;11115;ESPECIAL;ANGEL GRACIA ARIAS;Aragon
11951;11116;ESPECIAL;JOSE M ALLUEVA;Aragon
11952;11117;ESPECIAL;RAMIRO ALLUEVA;Aragon
11953;11118;ESPECIAL;PLANTA SOLAR TARAMUNDI;Principado de Asturias
11954;11119;ESPECIAL;EL LLOSALIN;Principado de Asturias
11955;11120;ESPECIAL;SANTIAGO RAMIREZ JIMENEZ;Canarias
11956;11121;ESPECIAL;M ELVIRA CERECEDA SANTIAGO;Pais Vasco
11957;11122;ESPECIAL;ALFONSO ORTIZ DE URBINA;Pais Vasco
11958;11123;ESPECIAL;JOSE JAVIER RUIZ ARCAUTE MARTINEZ MARIGORTA;Pais Vasco
11959;11124;ESPECIAL;ROBERTO RUIZ ARCAUTE MARTINEZ MARIGORTA;Pais Vasco
11960;11125;ESPECIAL;ESTHER ORTIZ DE ZARATE GARATE;Pais Vasco
11961;11126;ESPECIAL;JUAN CARLOS ITURRETA VEA;Pais Vasco
11962;11127;ESPECIAL;CTRO INTERPRETACION MEDIOAMBIENTAL ARAIA;Pais Vasco
11963;11128;ESPECIAL;FELIX ALANGUA SAEZ DE IBARRA;Pais Vasco
11964;11129;ESPECIAL;CEE BLAS LOPEZ HBI;Pais Vasco
11965;11130;ESPECIAL;ANGEL ABASCAL GASTON;Pais Vasco
11966;11131;ESPECIAL;ANDRES SAEZ GASTON;Pais Vasco
11967;11132;ESPECIAL;PESCADOS PRIETO, S.C.;Pais Vasco
11968;11133;ESPECIAL;ENRIQUE GOMEZ BENGOA;Pais Vasco
11969;11134;ESPECIAL;JUDITH GOMEZ BENGOA;Pais Vasco
11970;11135;ESPECIAL;EDUARDO LOPEZ DE ALDA GARRIDO;Pais Vasco
11971;11136;ESPECIAL;I.E.S. SAMANIEGO;Pais Vasco
11972;11137;ESPECIAL;FELICIANO ARANZABAL, SA;Pais Vasco
11973;11138;ESPECIAL;ELECTRICIDAD BEREYA, SAL;Pais Vasco
11974;11139;ESPECIAL;MANARINEGI, SL;Pais Vasco
11975;11140;ESPECIAL;AGERRE INSTALAKUNTZAK, SL;Pais Vasco
11976;11141;ESPECIAL;ASOCIACION DE LAS ESCUELAS LEGAZPI;Pais Vasco
11977;11142;ESPECIAL;FRANCISCO MANTXOLA APAOLAZA;Pais Vasco
11978;11143;ESPECIAL;PROYECTOS TECNICOS INTEK, SL;Pais Vasco
11979;11144;ESPECIAL;CONSTRUCCIONES LANTEGI, SA;Pais Vasco
11980;11145;ESPECIAL;I. E. SECUNDARIA GABRIEL ARESTI;Pais Vasco
11981;11146;ESPECIAL;I. E. SECUNDARIA EIBAR-ERMUA;Pais Vasco
11982;11147;ESPECIAL;I. E. SECUNDARIA IGNACIO ELLACURIA;Pais Vasco
11983;11148;ESPECIAL;I. E. SECUNDARIA ARRATIA;Pais Vasco
11984;11149;ESPECIAL;I. E. SECUNDARIA TXURDINAGA BAHEKOA;Pais Vasco
11985;11150;ESPECIAL;MAHAMUD-ROMAN;Castilla y Leon
11986;11151;ESPECIAL;COOPERATIVA STA CATALINA DEL RIO ARLANZA;Castilla y Leon
11987;11152;ESPECIAL;PRADOLUENGO;Castilla y Leon
11988;11153;ESPECIAL;VALDUERNA-CASTROTIERRA;Castilla y Leon
11989;11154;ESPECIAL;TRONES;Castilla y Leon
11990;11155;ESPECIAL;CORONA BOREAL;Castilla y Leon
11991;11156;ESPECIAL;VILLIMER 1;Castilla y Leon
11992;11157;ESPECIAL;DUENAS 1;Castilla y Leon
11993;11158;ESPECIAL;EMPERADOR FIDALGO;Castilla y Leon
11994;11159;ESPECIAL;EL PALOMAR;Castilla y Leon
11995;11160;ESPECIAL;COLLAZOS;Castilla y Leon
11996;11161;ESPECIAL;MELGAR DE YUSO;Castilla y Leon
11997;11162;ESPECIAL;SERRADILLA 1;Castilla y Leon
11998;11163;ESPECIAL;SERRADILLA 2;Castilla y Leon
11999;11164;ESPECIAL;GUADAPERO 1;Castilla y Leon
12000;11165;ESPECIAL;GUADAPERO 2;Castilla y Leon
12001;11166;ESPECIAL;TURBATAN;Castilla y Leon
12002;11167;ESPECIAL;VALDELASPUERTAS IV;Castilla y Leon
12003;11168;ESPECIAL;EL ZARZOSO;Castilla y Leon
12004;11169;ESPECIAL;LADERAS DEL RIO;Castilla y Leon
12005;11170;ESPECIAL;CASTELLANA II;Castilla y Leon
12006;11171;ESPECIAL;CASTELLANA I;Castilla y Leon
12007;11172;ESPECIAL;BODEGUILLAS;Castilla y Leon
12008;11173;ESPECIAL;METAL 5;Castilla y Leon
12009;11174;ESPECIAL;FOTOVOLTAICA I SAN PEDRO DE LA TARCE;Castilla y Leon
12010;11175;ESPECIAL;SANTOVENIA DE PISUERGA;Castilla y Leon
12011;11176;ESPECIAL;SANTIAGO DEL ARROYO;Castilla y Leon
12012;11177;ESPECIAL;FORJA;Castilla y Leon
12013;11178;ESPECIAL;LAS ERAS;Castilla y Leon
12014;11179;ESPECIAL;AL SITIO DEL VALLE 1;Castilla y Leon
12015;11180;ESPECIAL;PUEBLICA DE VALVERDE A;Castilla y Leon
12016;11181;ESPECIAL;PUEBLICA DE VALVERDE B;Castilla y Leon
12017;11182;ESPECIAL;VALCABADO DEL PAN 2;Castilla y Leon
12018;11183;ESPECIAL;VALCABADO DEL PAN 5;Castilla y Leon
12019;11184;ESPECIAL;BAMBA-SITIO DEL CHARCO 3;Castilla y Leon
12020;11185;ESPECIAL;BERCIANOS 1;Castilla y Leon
12021;11186;ESPECIAL;BERCIANOS 2;Castilla y Leon
12022;11187;ESPECIAL;BERCIANOS 3;Castilla y Leon
12023;11188;ESPECIAL;ROELOS SAYAGO 1;Castilla y Leon
12024;11189;ESPECIAL;ROELOS SAYAGO 2;Castilla y Leon
12025;11190;ESPECIAL;FACERA;Castilla y Leon
12026;11191;ESPECIAL;MICERECES;Castilla y Leon
12027;11192;ESPECIAL;ALAEJOS A;Castilla y Leon
12028;11193;ESPECIAL;ALAEJOS B;Castilla y Leon
12029;11194;ESPECIAL;ALBA;Castilla y Leon
12030;11195;ESPECIAL;ANOZA;Castilla y Leon
12031;11196;ESPECIAL;ARENOS;Castilla y Leon
12032;11197;ESPECIAL;ABARCA;Castilla y Leon
12033;11198;ESPECIAL;VILLAFRECHOS 1;Castilla y Leon
12034;11199;ESPECIAL;CASTRILLO 2;Castilla y Leon
12035;11200;ESPECIAL;ACACEA;Castilla y Leon
12036;11201;ESPECIAL;MENEZO;Castilla y Leon
12037;11202;ESPECIAL;MAGANA 1;Castilla y Leon
12038;11203;ESPECIAL;MAGANA 2;Castilla y Leon
12039;11204;ESPECIAL;MAGANA 3;Castilla y Leon
12040;11205;ESPECIAL;MAGANA 4;Castilla y Leon
12041;11206;ESPECIAL;MAGANA 5;Castilla y Leon
12042;11207;ESPECIAL;MAGANA 6;Castilla y Leon
12043;11208;ESPECIAL;SERON II;Castilla y Leon
12044;11209;ESPECIAL;SERON III;Castilla y Leon
12045;11210;ESPECIAL;OLOMBRADA 1;Castilla y Leon
12046;11211;ESPECIAL;LOS AHOGADOS 3;Castilla y Leon
12047;11212;ESPECIAL;FUENTEPELAYO SENORA DEL PILAR;Castilla y Leon
12048;11213;ESPECIAL;FUENTEPELAYO DIMAS;Castilla y Leon
12049;11214;ESPECIAL;FUENTEPELAYO MARTIN PINELA;Castilla y Leon
12050;11215;ESPECIAL;VALDELASPUERTAS III;Castilla y Leon
12051;11216;ESPECIAL;EL LOTE;Castilla y Leon
12052;11217;ESPECIAL;MORILLE 21-24;Castilla y Leon
12053;11218;ESPECIAL;MORILLE 25-26;Castilla y Leon
12054;11219;ESPECIAL;MORILLE 27;Castilla y Leon
12055;11220;ESPECIAL;MORILLE 28;Castilla y Leon
12056;11221;ESPECIAL;MORILLE 29-38;Castilla y Leon
12057;11222;ESPECIAL;MORILLE 39-40;Castilla y Leon
12058;11223;ESPECIAL;FUENTES DE NAVA;Castilla y Leon
12059;11224;ESPECIAL;ALBALA;Castilla y Leon
12060;11225;ESPECIAL;ONSONA;Castilla y Leon
12061;11226;ESPECIAL;VILLALOBON I;Castilla y Leon
12062;11227;ESPECIAL;VILLALONCAR 2;Castilla y Leon
12063;11228;ESPECIAL;CASTIL DE VELA 1;Castilla y Leon
12064;11229;ESPECIAL;CASTIL DE VELA 2;Castilla y Leon
12065;11230;ESPECIAL;CASTIL DE VELA 3;Castilla y Leon
12066;11231;ESPECIAL;MENESES FC/002/05-B;Castilla y Leon
12067;11232;ESPECIAL;LA BODEGUILLA;Castilla y Leon
12068;11233;ESPECIAL;CEVISOL;Castilla y Leon
12069;11234;ESPECIAL;IBEAS DE JUARROS;Castilla y Leon
12070;11235;ESPECIAL;HOTEL MONTERMOSO;Castilla y Leon
12071;11236;ESPECIAL;CAMPILLO DE ARANDA, 3;Castilla y Leon
12072;11237;ESPECIAL;REDES ELECTRICAS DOS HERMANAS;Castilla y Leon
12073;11238;ESPECIAL;VALDEFUENTES DEL PARAMO III;Castilla y Leon
12074;11239;ESPECIAL;NAVASOLAR;Castilla y Leon
12075;11240;ESPECIAL;C. F. CASTRO DE CASTILLEJOS;Castilla y Leon
12076;11241;ESPECIAL;CANDELEDA;Castilla y Leon
12077;11242;ESPECIAL;ELIA BELEN LORENZO I-ZAMORA;Castilla y Leon
12078;11243;ESPECIAL;JOSE ANTONIO BRAGADO II-ZAMORA;Castilla y Leon
12079;11244;ESPECIAL;VALLE DE SAN PEDRO 1;Castilla y Leon
12080;11245;ESPECIAL;VALLE DE SAN PEDRO 2;Castilla y Leon
12081;11246;ESPECIAL;VALLE DE SAN PEDRO 3;Castilla y Leon
12082;11247;ESPECIAL;VALLE DE SAN PEDRO 4;Castilla y Leon
12083;11248;ESPECIAL;PRADA-TORO;Castilla y Leon
12084;11249;ESPECIAL;MORALES A;Castilla y Leon
12085;11250;ESPECIAL;MORALES B;Castilla y Leon
12086;11251;ESPECIAL;LA VEREDA 1;Castilla y Leon
12087;11252;ESPECIAL;LAS MERINDADES A;Castilla y Leon
12088;11253;ESPECIAL;PLA RUFA, S.L.;Comunidad Valenciana
12089;11254;ESPECIAL;CASTELLO E HIJOS, S.L.;Comunidad Valenciana
12090;11255;ESPECIAL;IES SAN MARTIN;Extremadura
12091;11256;ESPECIAL;IF CERAMICAS BESTARD 1;Baleares
12092;11257;ESPECIAL;IF CERAMICAS BESTARD 2;Baleares
12093;11258;ESPECIAL;IF. SON BIEL;Baleares
12094;11259;ESPECIAL;IF. CAN MULETA-JERONIMA SALVA MUNAR;Baleares
12095;11260;ESPECIAL;IF. CAN MULETA-MIGUEL SALVA GARCIAS;Baleares
12096;11261;ESPECIAL;IF. CAN MULETA-JAIME SALVA MUNAR;Baleares
12097;11262;ESPECIAL;IF. SON SABATER-ANTONI SERRA;Baleares
12098;11263;ESPECIAL;IF. SON SABATER-PROTEC DE LES ILLES BALEARS;Baleares
12099;11264;ESPECIAL;IF SON SABATER-MARIA MORANTA;Baleares
12100;11265;ESPECIAL;IF CAN MULETA-MARGARITA MUNAR PERICAS;Baleares
12101;11266;ESPECIAL;CRISTALERIAS J. REY, SL;Comunidad de Madrid
12102;11267;ESPECIAL;CRISTALERIAS J. REY, SL;Comunidad de Madrid
12103;11268;ESPECIAL;COLININ, SL;Comunidad de Madrid
12104;11269;ESPECIAL;COLININ, SL;Comunidad de Madrid
12105;11270;ESPECIAL;COLININ, SL;Comunidad de Madrid
12106;11271;ESPECIAL;COLININ, SL;Comunidad de Madrid
12107;11272;ESPECIAL;VIAJES JOCHA, SL;Comunidad de Madrid
12108;11273;ESPECIAL;VIAJES JOCHA, SL;Comunidad de Madrid
12109;11274;ESPECIAL;VIAJES JOCHA, SL;Comunidad de Madrid
12110;11275;ESPECIAL;VIAJES JOCHA, SL;Comunidad de Madrid
12111;11276;ESPECIAL;VIAJES JOCHA;Comunidad de Madrid
12112;11277;ESPECIAL;VAQUEMA, SL;Comunidad de Madrid
12113;11278;ESPECIAL;VAQUEMA, SL;Comunidad de Madrid
12114;11279;ESPECIAL;VAQUEMA, SL;Comunidad de Madrid
12115;11280;ESPECIAL;VAQUEMA, SL;Comunidad de Madrid
12116;11281;ESPECIAL;PATCAI, SL;Comunidad de Madrid
12117;11282;ESPECIAL;PATCAI, SL;Comunidad de Madrid
12118;11283;ESPECIAL;PATCAI, SL;Comunidad de Madrid
12119;11284;ESPECIAL;PATCAI, SL;Comunidad de Madrid
12120;11285;ESPECIAL;PATCAI, SL;Comunidad de Madrid
12121;11286;ESPECIAL;VAQUEMA, SL;Comunidad de Madrid
12122;11287;ESPECIAL;I CAPITAL, SL;Comunidad de Madrid
12123;11288;ESPECIAL;I CAPITAL, SL;Comunidad de Madrid
12124;11289;ESPECIAL;I CAPITAL, SL;Comunidad de Madrid
12125;11290;ESPECIAL;I CAPITAL, SL;Comunidad de Madrid
12126;11291;ESPECIAL;I CAPITAL, SL;Comunidad de Madrid
12127;11292;ESPECIAL;ALBITE PROMOEUROPEA, SL;Comunidad de Madrid
12128;11293;ESPECIAL;ALBITE PROMOEUROPEA, SL;Comunidad de Madrid
12129;11294;ESPECIAL;ALBITE PROMOEUROPEA, SL;Comunidad de Madrid
12130;11295;ESPECIAL;ALBITE PROMOEUROPEA, SL;Comunidad de Madrid
12131;11296;ESPECIAL;F.S.E.R. FOTOSOLAR, SL;Comunidad de Madrid
12132;11297;ESPECIAL;GRECOR DOS, SL;Comunidad de Madrid
12133;11298;ESPECIAL;F.S.E.R. FOTOSOLAR, SL;Comunidad de Madrid
12134;11299;ESPECIAL;F.S.E.R. FOTOSOLAR, SL;Comunidad de Madrid
12135;11300;ESPECIAL;FASE FOTOSOLAR B-12;Comunidad de Madrid
12136;11301;ESPECIAL;CONSULTORIA NAER, SL;Comunidad de Madrid
12137;11302;ESPECIAL;PACIFIC SUNBLAST ENERGY, S.L.;Comunidad de Madrid
12138;11303;ESPECIAL;CONSULTORIA NAER, SL;Comunidad de Madrid
12139;11304;ESPECIAL;CONSULTORIA NAER, SL;Comunidad de Madrid
12140;11305;ESPECIAL;CONSULTORIA NAER, SL;Comunidad de Madrid
12141;11306;ESPECIAL;JESUS CORELLA GARCIA (ANTES EXTEAGA, SL;Comunidad de Madrid
12142;11307;ESPECIAL;EXTEAGA, SL;Comunidad de Madrid
12143;11308;ESPECIAL;EXTEAGA, SL;Comunidad de Madrid
12144;11309;ESPECIAL;INTERFASE SOLAR, SL;Comunidad de Madrid
12145;11310;ESPECIAL;INTERFASE SOLAR, SL;Comunidad de Madrid
12146;11311;ESPECIAL;INTERFASE SOLAR, SL;Comunidad de Madrid
12147;11312;ESPECIAL;INTERFASE SOLAR, SL;Comunidad de Madrid
12148;11313;ESPECIAL;INTERFASE SOLAR, SL;Comunidad de Madrid
12149;11314;ESPECIAL;GRECOR DOS, SL;Comunidad de Madrid
12150;11315;ESPECIAL;GRECOR DOS, SL;Comunidad de Madrid
12151;11316;ESPECIAL;ISPAT, SL;Comunidad de Madrid
12152;11317;ESPECIAL;FSER FOTOSOLAR, SL;Comunidad de Madrid
12153;11318;ESPECIAL;COMERCIAL MIRASIERRA, SA;Comunidad de Madrid
12154;11319;ESPECIAL;CASTELLO;Comunidad de Madrid
12155;11320;ESPECIAL;AYTO DE MIRAFLORES DE LA SIERRA;Comunidad de Madrid
12156;11321;ESPECIAL;AYUNTAMIENTO DE ALGETE;Comunidad de Madrid
12157;11322;ESPECIAL;ALBERGUE SAN FERMIN;Comunidad de Madrid
12158;11323;ESPECIAL;LUIS MARTINEZ MILLAN;Comunidad de Madrid
12159;11324;ESPECIAL;ALFONSO PASCA ALVAREZ;Comunidad de Madrid
12160;11325;ESPECIAL;AYUNTAMIENTO DE MIRAFLORES DE LA SIERRA;Comunidad de Madrid
12161;11326;ESPECIAL;AMANCIO ALBURQUERQUE AMPUERO;Comunidad de Madrid
12162;11327;ESPECIAL;TRANSPORTES MAT, SA;Comunidad de Madrid
12163;11328;ESPECIAL;MATRICERIA FVCM SL;Comunidad de Madrid
12164;11329;ESPECIAL;EDUARDO ROMERO ROS;Comunidad de Madrid
12165;11330;ESPECIAL;DB MARK, SL;Comunidad de Madrid
12166;11331;ESPECIAL;MIGUEL CARLOS GIMENEZ SANCHEZ;Comunidad de Madrid
12167;11332;ESPECIAL;SFCR CASA DE CAMPO;Comunidad de Madrid
12168;11333;ESPECIAL;JOSE JAVIER PUNZANO PICO;Comunidad de Madrid
12169;11334;ESPECIAL;ADOLFO SANZ ASENJO;Comunidad de Madrid
12170;11335;ESPECIAL;ELECTRONIC TRADING COMPANY, SL;Comunidad de Madrid
12171;11336;ESPECIAL;FERNANDO FOMINAYA MARTINEZ;Comunidad de Madrid
12172;11337;ESPECIAL;PEDRO SANCHEZ LLADO;Comunidad de Madrid
12173;11338;ESPECIAL;ALONSO LUENGO, SA;Comunidad de Madrid
12174;11339;ESPECIAL;AYTO. DE ALMONTE-CASA CONSISTORIAL;Andalucia
12175;11340;ESPECIAL;FCO.JAVIER APARICIO JIMENEZ;Andalucia
12176;11341;ESPECIAL;AYT. DE ALMERIA - EL TOYO;Andalucia
12177;11342;ESPECIAL;INSTALACION SOLAR FOTOVOLTAICA;Andalucia
12178;11343;ESPECIAL;FRITZ WALTER MANFRED BEISSNER-CARTAMA;Andalucia
12179;11344;ESPECIAL;INGTECSA;Andalucia
12180;11345;ESPECIAL;ISF 9,9 KW DE JOSE VICENTE LOP RUCAFULL;Aragon
12181;11346;ESPECIAL;FOTOVOLTAICA DE 5 KW DE AYUNTAMIENTO DE FUENDETODOS;Aragon
12182;11347;ESPECIAL;BEGONA PALACIOS SANTAMARIA;La Rioja
12183;11348;ESPECIAL;MODELOS ESCALONA, SL;La Rioja
12184;11349;ESPECIAL;TELECNOR, SAL;La Rioja
12185;11350;ESPECIAL;ENERGESA, SL;La Rioja
12186;11351;ESPECIAL;BEATRIZ HERNANDEZ SALINERO;Cataluna
12187;11352;ESPECIAL;JOAN BANAL BERTRAN;Cataluna
12188;11353;ESPECIAL;MIQUEL GORGOT PALAU;Cataluna
12189;11354;ESPECIAL;BARNASINTEX, SL;Cataluna
12190;11355;ESPECIAL;CERAMICAS BELLATERRA;Cataluna
12191;11356;ESPECIAL;AJUNTAMENT DE PUIGVERD DE LLEIDA;Cataluna
12192;11357;ESPECIAL;JORDI CORTASA RIU;Cataluna
12193;11358;ESPECIAL;RECUBRIMIENTOS Y MOLDEADOS, SA (REMOSA);Cataluna
12194;11359;ESPECIAL;INSTAL AD SANT JULIA;Cataluna
12195;11360;ESPECIAL;MIGUEL MARTIN LOPEZ;Cataluna
12196;11361;ESPECIAL;AJUNTAMENT DE SANT ANDREU DE LLAVANERES;Cataluna
12197;11362;ESPECIAL;DAVID ROQUE SANUY;Cataluna
